#Version: 0.1
#Glossary type: Fossil
#Source: treatise_gloss (merged from: treatise_o, treati)
#Finalized by: Dr. Hong Cui
#Date: 9/12/2013
#Reviewers: treatise  ,Dr. Hong Cui,Mohan Krishna Gowda,Fengqiong Huang,Sonali Ranade
#Source producer: OTO System

term,category,hasSyn,sourceDataset,termID
perrostral,structure,0,treatise_gloss,38fbe41a-1bb8-11e3-a402-0026b9326338
semiankylosed,fusion,0,treatise_gloss,38fbe4ec-1bb8-11e3-a402-0026b9326338
midmost,position,0,treatise_gloss,38fbe5b4-1bb8-11e3-a402-0026b9326338
developed,prominence,0,treatise_gloss,38fbe67c-1bb8-11e3-a402-0026b9326338
modified,prominence,0,treatise_gloss,38fbe74e-1bb8-11e3-a402-0026b9326338
constricted,shape,0,treatise_gloss,38fbe820-1bb8-11e3-a402-0026b9326338
isopygous,size,0,treatise_gloss,38fbe8e8-1bb8-11e3-a402-0026b9326338
connective,structure,0,treatise_gloss,38fbe9ba-1bb8-11e3-a402-0026b9326338
paradoublural,structure,0,treatise_gloss,38fbea82-1bb8-11e3-a402-0026b9326338
rhaptagnostoid,structure,0,treatise_gloss,38fbeb54-1bb8-11e3-a402-0026b9326338
midlength,position,0,treatise_gloss,38fbec1c-1bb8-11e3-a402-0026b9326338
deliquiate,shape,0,treatise_gloss,38fbecee-1bb8-11e3-a402-0026b9326338
moderate,size,0,treatise_gloss,38fbef50-1bb8-11e3-a402-0026b9326338
s,structure,0,treatise_gloss,38fbf022-1bb8-11e3-a402-0026b9326338
s2,structure,0,treatise_gloss,38fbf0ea-1bb8-11e3-a402-0026b9326338
s3,structure,0,treatise_gloss,38fbf1bc-1bb8-11e3-a402-0026b9326338
lo,structure,0,treatise_gloss,38fbf284-1bb8-11e3-a402-0026b9326338
m1,structure,0,treatise_gloss,38fbf356-1bb8-11e3-a402-0026b9326338
l3,structure,0,treatise_gloss,38fbf41e-1bb8-11e3-a402-0026b9326338
m2,structure,0,treatise_gloss,38fbf4f0-1bb8-11e3-a402-0026b9326338
la,structure,0,treatise_gloss,38fbf5b8-1bb8-11e3-a402-0026b9326338
l1,structure,0,treatise_gloss,38fbf680-1bb8-11e3-a402-0026b9326338
l2,structure,0,treatise_gloss,38fbf752-1bb8-11e3-a402-0026b9326338
l4,structure,0,treatise_gloss,38fbf81a-1bb8-11e3-a402-0026b9326338
cambrian,geological age,0,treatise_gloss,38fbf8ec-1bb8-11e3-a402-0026b9326338
closer,position,0,treatise_gloss,38fbf9be-1bb8-11e3-a402-0026b9326338
close,position,0,treatise_gloss,38fbfa86-1bb8-11e3-a402-0026b9326338
discontinuous,position,0,treatise_gloss,38fbfb58-1bb8-11e3-a402-0026b9326338
tripartite,architecture,0,treatise_gloss,38fbfc20-1bb8-11e3-a402-0026b9326338
granulose,surface sculpture,0,treatise_gloss,38fbfcf2-1bb8-11e3-a402-0026b9326338
