#Version: 0.11
#Glossary type: Plant
#Source: fna_gloss_final_20130517 (merged from: fnagloss_fromHong_20130517125327, fna_glo)
#Finalized by: Dr. Hong Cui
#Date: 6/13/2014
#Reviewers: Heather Cole,Dr. Hong Cui,Stephanie Kha,Sonali Ranade,Jeff Saarela,Ishan Shah
#Source producer: OTO System

"term","category","hasSyn","sourceDataset","termID","remarks"
"capitulescence","architecture","0","fna_gloss_final_20130517","f93d722c-fc12-4d55-b9b8-ac61bbc9bfbc","active"
"capitulum","structure","0","fna_gloss_final_20130517","455703e3-8fcc-40a3-b96e-6f8a708909d8","active"
"capsular","architecture","0","fna_gloss_final_20130517","0ab9089e-e8d0-4ad9-a7f8-bc88c3290e18","active"
"capsule","structure","0","fna_gloss_final_20130517","4cd01b07-177c-4a9e-a0a9-1b296c946196","active"
"carina","structure","0","fna_gloss_final_20130517","6c272247-ef5f-4043-b326-db4e6473d972","active"
"carinae","structure","0","fna_gloss_final_20130517","06194d31-c067-4d1a-a91a-75028069bbf5","active"
"carinal","arrangement","0","fna_gloss_final_20130517","5668b0d3-5bb8-4e1c-a6f8-c28fa204dda1","active"
"carinate","shape","0","fna_gloss_final_20130517","fa94480f-c0d6-4b88-9761-182931f1b393","active"
"cariniform","shape","0","fna_gloss_final_20130517","c9ad64ef-3540-4723-8117-b697cee5796c","active"
"carmine","coloration","0","fna_gloss_final_20130517","a20d5914-efdc-11e2-b45f-0026b9326338","active"
"carnivorous","nutrition","0","fna_gloss_final_20130517","36ee50d5-ff29-4598-90e0-72b32dbb26ec","active"
"carnose","texture","0","fna_gloss_final_20130517","a28e5767-9ce6-4288-a5d7-a10367d595b3","active"
"carpel","structure","0","fna_gloss_final_20130517","661c0344-5ace-4b9a-a7e6-e5d482c031ff","active"
"carpellate","architecture","0","fna_gloss_final_20130517","ca59f9ce-716d-43cb-ade5-1ab4fa25c7ec","active"
"carpelled","architecture","0","fna_gloss_final_20130517","a1ec633a-efdc-11e2-b45f-0026b9326338","active"
"carpophore","structure","0","fna_gloss_final_20130517","219c0bab-91ba-4608-a58a-8c99cf14bb9e","active"
"carrotlike","shape","0","fna_gloss_final_20130517","a20d9762-efdc-11e2-b45f-0026b9326338","active"
"cartilage_like","internal texture","0","fna_gloss_final_20130517","a2eaba0c-efdc-11e2-b45f-0026b9326338","obsolete"
"cartilage_like","texture","0","fna_gloss_final_20130517","37b613c5-94b7-4464-8034-4a976c58acb5","active"
"cartilaginous","internal texture","0","fna_gloss_final_20130517","a2eae112-efdc-11e2-b45f-0026b9326338","obsolete"
"cartilaginous","texture","0","fna_gloss_final_20130517","9af16c80-7cdc-487e-8067-d544b8c3196b","active"
"caruncle","structure","0","fna_gloss_final_20130517","4f4feb17-8d64-4170-87e3-410e3c21fe49","active"
"caryophyllaceous","architecture","0","fna_gloss_final_20130517","2dd7863b-a03a-4ed1-a209-847450924b1e","active"
"caryopsides","structure","0","fna_gloss_final_20130517","db69b5da-dc9d-4990-a77b-b8ce8d70a74b","active"
"caryopsis","structure","0","fna_gloss_final_20130517","179f9aea-9409-42f2-bc4c-9ef1d44a2572","active"
"casing","structure","0","fna_gloss_final_20130517","dff208d3-e5f7-441e-948c-276dd856aa1d","active"
"castaneous","coloration","0","fna_gloss_final_20130517","5ee039c8-70fa-4ac1-90ea-0e2109889376","active"
"catadromous","architecture","0","fna_gloss_final_20130517","1b22c5e4-8e62-4a43-bbed-a9d8749b97c4","active"
"catkin","structure","0","fna_gloss_final_20130517","ba10e354-4839-4e25-8dc1-6082af710978","active"
"catkinate","architecture","0","fna_gloss_final_20130517","c5ddc313-a28a-4523-aa57-721ca102fda8","active"
"caudate","shape","0","fna_gloss_final_20130517","c737c10e-ee5a-49b7-ae8b-27248a484bef","active"
"caudex","structure","0","fna_gloss_final_20130517","cea24c10-d5ff-435f-aa40-db77dcbd27f0","active"
"caudices","structure","0","fna_gloss_final_20130517","3c0e37e8-e363-4962-847e-5f9f2906d0f8","active"
"caudicle","structure","0","fna_gloss_final_20130517","e8b9b732-e292-4cc9-9d74-a75818c8e11b","active"
"caulescent","architecture","0","fna_gloss_final_20130517","92b305e1-12fa-407a-bfa5-398f548159ff","active"
"cauline","position","0","fna_gloss_final_20130517","8be59288-6614-44e4-862e-8cdbbd557537","active"
"cavernous","shape","0","fna_gloss_final_20130517","a2b1dc32-efdc-11e2-b45f-0026b9326338","active"
"cell","structure","0","fna_gloss_final_20130517","b87c4bca-39eb-44c4-afd3-6525c3091443","active"
"celled","architecture","0","fna_gloss_final_20130517","a1ec8e14-efdc-11e2-b45f-0026b9326338","active"
"cellular","architecture","0","fna_gloss_final_20130517","a1ecbc22-efdc-11e2-b45f-0026b9326338","active"
"central","position","0","fna_gloss_final_20130517","b50138d9-d208-407f-8ff9-437bf65e8643","active"
"centralia","structure","0","fna_gloss_final_20130517","476f10f4-61f5-4186-af13-cdd55d6163c2","active"
"centralium","structure","0","fna_gloss_final_20130517","6de9024e-424f-44ba-81ef-08f521815507","active"
"centrifugal","development","0","fna_gloss_final_20130517","fed1dbef-a9c5-4c82-b122-046a62118d23","active"
"centripetal","development","0","fna_gloss_final_20130517","249705df-1323-4ab5-8c8f-e35fa2db912e","active"
"cephalous","architecture","0","fna_gloss_final_20130517","a1ecedaa-efdc-11e2-b45f-0026b9326338","active"
"ceraceous","coating","0","fna_gloss_final_20130517","81a70c99-0539-4c1f-882c-2361d8a81a04","active"
"cereous","coating","0","fna_gloss_final_20130517","6a39d269-671e-4cbf-8ca6-210dfdbf6e81","active"
"cernuous","orientation","0","fna_gloss_final_20130517","dd4687a3-db07-4947-ae88-a4d9b852559d","active"
"cespitose","growth_form","0","fna_gloss_final_20130517","32fc5e6c-117d-403b-b7e7-85e4778021be","active"
"chaff","structure","0","fna_gloss_final_20130517","dc32b940-bb9f-4593-a345-ade6d6008fa7","active"
"chaffy","coating","0","fna_gloss_final_20130517","a2f7fed8-efdc-11e2-b45f-0026b9326338","active"
"chalaza","structure","0","fna_gloss_final_20130517","f89a4a5a-d4a2-4e28-b3bf-904bb9c78bfb","active"
"chalazae","structure","0","fna_gloss_final_20130517","cfff25ca-2b7f-46fa-970e-2a7fcdab1dbf","active"
"chalazas","structure","0","fna_gloss_final_20130517","42ee5390-43e4-4615-a56e-99b678d17d7d","active"
"chalky","coloration","0","fna_gloss_final_20130517","a20e968a-efdc-11e2-b45f-0026b9326338","active"
"chamber","structure","0","fna_gloss_final_20130517","360a89b1-dc68-47c7-8ce3-8083b0a6b78d","active"
"chambered","architecture","0","fna_gloss_final_20130517","e6f2ee65-0334-4c6d-a833-f2936ad69a32","active"
"chamogamous","reproduction","0","fna_gloss_final_20130517","a20f1ff6-efdc-11e2-b45f-0026b9326338","active"
"channel","structure","0","fna_gloss_final_20130517","ec645f00-04c0-4c38-9ca6-6ebf76908163","active"
"channeled","shape","0","fna_gloss_final_20130517","09467bb1-ef55-4214-8bb8-0b54517b0333","active"
"charcoal","coloration","0","fna_gloss_final_20130517","a20ed622-efdc-11e2-b45f-0026b9326338","active"
"chartaceous","internal texture","0","fna_gloss_final_20130517","a20efb3e-efdc-11e2-b45f-0026b9326338","obsolete"
"chartaceous","texture","0","fna_gloss_final_20130517","6967b826-54e5-4e17-8409-c3996c3adbc4","active"
"chasmogamous","reproduction","0","fna_gloss_final_20130517","cc50f607-e713-4121-b2dc-e8e689d27439","active"
"checkered","coloration","0","fna_gloss_final_20130517","21959027-daee-45d5-bac3-c7d06844c3a1","active"
"chestnut","coloration","0","fna_gloss_final_20130517","a362ab64-99b0-4353-8c9f-2cae4c5582e1","active"
"chewed","relief","0","fna_gloss_final_20130517","17cf7b49-bb3a-44a9-a047-54fc3cecb996","active"
"chocolate","coloration","0","fna_gloss_final_20130517","a20f7546-efdc-11e2-b45f-0026b9326338","active"
"choripetalous","architecture","0","fna_gloss_final_20130517","b142cfb0-381b-47b1-8b73-bbe71e7b15fd","active"
"chorisepalous","architecture","0","fna_gloss_final_20130517","62acded4-916f-4c99-ba2b-ed00c5057aaa","active"
"cilia","structure","0","fna_gloss_final_20130517","c358e298-5926-42d6-8d49-a918cdc72406","active"
"ciliate","architecture","0","fna_gloss_final_20130517","39d21ec7-27dd-4523-8132-811b16ffbc2f","active"
"ciliate","shape","0","fna_gloss_final_20130517","a2ee1b34-efdc-11e2-b45f-0026b9326338","active"
"ciliolate","pubescence","0","fna_gloss_final_20130517","0f16a8b0-3c97-4b2a-ba09-ebb44584384c","active"
"cilium","structure","0","fna_gloss_final_20130517","100e10ea-528f-41d7-b130-59460b101f48","active"
"cincinnate","architecture","0","fna_gloss_final_20130517","7fa281f5-4060-4d63-b528-fae07f09c0f2","active"
"cincinni","structure","0","fna_gloss_final_20130517","0f44b58c-1466-4417-8801-f269c2427097","active"
"cincinnus","structure","0","fna_gloss_final_20130517","31d62216-7ffd-48ce-826a-04847806eae7","active"
"circinate","architecture","0","fna_gloss_final_20130517","8e4e9eb1-b09a-4710-b6dd-9d44083050d8","active"
"circinate","shape","0","fna_gloss_final_20130517","65a1dad4-a0da-4a79-a921-ad1730a1c02c","active"
"circular","arrangement","0","fna_gloss_final_20130517","a20fde00-efdc-11e2-b45f-0026b9326338","active"
"circular","shape","0","fna_gloss_final_20130517","d478003a-d25b-4463-9b82-82923ef4a4ef","active"
"circumcaulous","position","0","fna_gloss_final_20130517","b9cd778d-73c7-437f-a4c2-4b3fde95bdf2","active"
"circumscissile","dehiscence","0","fna_gloss_final_20130517","9c5db56b-11ff-4db8-a0d9-c545a14d541c","active"
"cirrhous","shape","0","fna_gloss_final_20130517","18291392-7f1c-4e33-9cf6-193bcde4fce2","active"
"citrus fruit","structure","0","fna_gloss_final_20130517","6d21b6d9-25d9-4206-b285-a79b3b4fe432","active"
"cladode","structure","0","fna_gloss_final_20130517","1eec62f4-3242-472e-a2e3-45c6a576ba14","active"
"cladodromous","architecture","0","fna_gloss_final_20130517","be710b21-2e6e-4f72-ad04-b00f35d2b065","active"
"cladophyll","structure","0","fna_gloss_final_20130517","c0a6e3a4-b673-4bae-9053-03708bb46635","active"
"clambering","orientation","0","fna_gloss_final_20130517","fda37458-5cfd-4921-9f90-a7065ccbb843","active"
"clasping","architecture","0","fna_gloss_final_20130517","2a693131-4f7e-4bd3-93c5-5f517a8b5bb7","active"
"clathrate","architecture","0","fna_gloss_final_20130517","ac5e8e9a-8116-4548-b83e-c37bcfbd363e","active"
"clavate","shape","0","fna_gloss_final_20130517","2b20fa20-121c-4dd4-ba5d-16a65ad24c03","active"
"claw","structure","0","fna_gloss_final_20130517","71cbe2fa-82cf-465b-a5c5-bef56ce2b448","active"
"clawed","shape","0","fna_gloss_final_20130517","ec1f1756-0afa-4cd3-8565-e49fcc8a34fa","active"
"clawlike","shape","0","fna_gloss_final_20130517","a210afc4-efdc-11e2-b45f-0026b9326338","active"
"clear","coloration","0","fna_gloss_final_20130517","a210cca2-efdc-11e2-b45f-0026b9326338","active"
"cleft","shape","0","fna_gloss_final_20130517","b2726287-2352-497f-87f0-d3761e41b1e8","active"
"cleistogamous","reproduction","0","fna_gloss_final_20130517","19bedadd-c479-4905-a82f-afd4672cf2c6","active"
"climbing","growth_form","0","fna_gloss_final_20130517","39d15540-7734-4682-9cc7-da9dd9cead4c","active"
"climbing root","structure","0","fna_gloss_final_20130517","bf0ce902-e91c-401a-92a8-26b20142ce5f","active"
"climbing_rooted","architecture","0","fna_gloss_final_20130517","7c006701-57a5-4a0e-8095-eabc29dfd435","active"
"clinandria","structure","0","fna_gloss_final_20130517","857910fc-64b7-4aba-8762-ad18567b05dd","active"
"clinandrium","structure","0","fna_gloss_final_20130517","c89fbda6-9e0f-4708-9834-484fd38cf8ba","active"
"close","arrangement","0","fna_gloss_final_20130517","c6910621-265b-4abb-a293-4e8d5c6ed3f1","active"
"closer","arrangement","0","fna_gloss_final_20130517","a2111e5a-efdc-11e2-b45f-0026b9326338","active"
"closing","condition","0","fna_gloss_final_20130517","4d16b536-7542-4540-a1a7-405c97cf3128","active"
"cloying","odor","0","fna_gloss_final_20130517","2c1c7352-ee4b-4df8-a6c3-963eb0c8f08d","active"
"clublike","shape","0","fna_gloss_final_20130517","a2114ef2-efdc-11e2-b45f-0026b9326338","active"
"club_shaped","shape","0","fna_gloss_final_20130517","04470684-a21e-4e53-9b9b-b97d8b3e3407","active"
"clumped","arrangement","0","fna_gloss_final_20130517","a2116e64-efdc-11e2-b45f-0026b9326338","active"
"cluster","arrangement","0","fna_gloss_final_20130517","a644d780-e223-4556-8e7a-2f0a8c67a0a6","active"
"clustered","arrangement","0","fna_gloss_final_20130517","4eb9972c-7e06-4d96-9b0d-a6effff14960","active"
"clustered","arrangement","0","fna_gloss_final_20130517","e0cf78d5-a540-47da-8351-790ed0011ce3","active"
"coalescent","fusion","0","fna_gloss_final_20130517","f3c2c6be-2aab-455c-a72f-1ab83b2a7580","active"
"coarse","relief","0","fna_gloss_final_20130517","6e39e6bf-f4df-4814-b543-4ae4b9b47bb6","active"
"coarser","relief","0","fna_gloss_final_20130517","5810b8b4-53a0-4bcb-a39c-e727017f031e","active"
"coating","character","0","fna_gloss_final_20130517","610e2846-9833-4087-b4ce-edbd97778c85","active"
"cobwebby","pubescence","0","fna_gloss_final_20130517","74190b61-b79a-4a73-ad17-bb4f1a667f3d","active"
"cocci","structure","0","fna_gloss_final_20130517","f7a80536-a9cb-4738-a49c-bc65494bd3ac","active"
"coccus","structure","0","fna_gloss_final_20130517","e3519d46-e332-450a-b2b9-426733c0211e","active"
"cochlear","arrangement","0","fna_gloss_final_20130517","64b02f1d-4344-4ad8-8389-e002fad2ad26","active"
"cochleate","shape","0","fna_gloss_final_20130517","43abebca-96ab-40ff-adde-bde66afac162","active"
"coenocarp","structure","0","fna_gloss_final_20130517","c13b1312-1cc5-4ace-98e2-fde12aec09da","active"
"coetaneouser","maturation","0","fna_gloss_final_20130517","f239c3d9-63a5-44b0-9f34-c01f502c7247"
"coherent","fusion","0","fna_gloss_final_20130517","31178aa8-4b84-4baf-a3b0-d0d95b34635c","active"
"cohesive","fusion","0","fna_gloss_final_20130517","a2120fa4-efdc-11e2-b45f-0026b9326338","active"
"coiled","architecture","0","fna_gloss_final_20130517","28da989b-1608-4d10-a3f1-e11a2ed0595a","active"
"coleorhiza","structure","0","fna_gloss_final_20130517","847c3e9e-450c-46b0-bb8b-631a5b448397","active"
"collapsing","architecture","0","fna_gloss_final_20130517","a2123790-efdc-11e2-b45f-0026b9326338","active"
"collar","structure","0","fna_gloss_final_20130517","e2a5ebc4-584d-46a8-9bf0-6c477b421c22","active"
"collateral","position","0","fna_gloss_final_20130517","e6cd13b6-64a8-4ace-bd9a-d6d6f3457b5e","active"
"colonial","growth_form","0","fna_gloss_final_20130517","c4adfd7c-e787-4a37-b79f-41454f3a1e97","active"
"coloration","character","0","fna_gloss_final_20130517","907ec17e-0841-4097-a92e-3f38c567b7b1","active"
"colored","coloration","0","fna_gloss_final_20130517","5a3bc5d1-7d53-4c16-84b2-fed34827142c","active"
"colorful","coloration","0","fna_gloss_final_20130517","a2129956-efdc-11e2-b45f-0026b9326338","active"
"colorless","coloration","0","fna_gloss_final_20130517","e51d0e2b-a74d-489c-842e-0f8837371e6d","active"
"colors","coloration","0","fna_gloss_final_20130517","a212d51a-efdc-11e2-b45f-0026b9326338","active"
"colpate","architecture","0","fna_gloss_final_20130517","fd77aaaf-41cf-4ce9-8c20-ad9f45773e36","active"
"colpi","structure","0","fna_gloss_final_20130517","89c9a56b-12d4-47fd-81fe-eeaaa4e519e2","active"
"colporate","architecture","0","fna_gloss_final_20130517","490096e1-d305-4794-aad9-36df226eb085","active"
"colpus","structure","0","fna_gloss_final_20130517","49b6f163-e6ae-44cd-a021-83f0e618d738","active"
"columella","structure","0","fna_gloss_final_20130517","ee5dd9e2-1f92-4215-a02a-ce91ac29f58d","active"
"columellae","structure","0","fna_gloss_final_20130517","4242615c-a8f3-4218-bfc9-48a169b188f6","active"
"columellas","structure","0","fna_gloss_final_20130517","3f648a6f-9ce4-44fd-94e9-37a10a3fcb4b","active"
"column","structure","0","fna_gloss_final_20130517","e0f4d402-3489-4a58-81bf-0fa5119a4db5","active"
"column foot","structure","0","fna_gloss_final_20130517","b2b1de97-45e0-4b5f-b60e-abd4cffcec10","active"
"columnar","shape","0","fna_gloss_final_20130517","a6885388-16a8-4e62-959e-334426ccdb9c","active"
"columnlike","architecture","0","fna_gloss_final_20130517","a2130e18-efdc-11e2-b45f-0026b9326338","active"
"columnlike","shape","0","fna_gloss_final_20130517","a2ee3ec0-efdc-11e2-b45f-0026b9326338","active"
"coma","structure","0","fna_gloss_final_20130517","c754306b-6c6e-4206-b44d-286288c34fb1","active"
"comae","structure","0","fna_gloss_final_20130517","1b327a72-9b83-4365-bab0-a302f1f1dbbf","active"
"comas","structure","0","fna_gloss_final_20130517","596d8481-a186-4b7b-802b-aee2de4c4ad1","active"
"comb_shaped","shape","0","fna_gloss_final_20130517","9917ddba-f456-438e-be5e-bad39bc729fe","active"
"commissure","structure","0","fna_gloss_final_20130517","dd0a2db8-0264-47d2-8cc9-2d78238f9b89","active"
"comose","pubescence","0","fna_gloss_final_20130517","7fabdb91-8fc9-4efe-bf05-b701b7692b05","active"
"compact","architecture","0","fna_gloss_final_20130517","f77aa65b-3885-4ffe-b312-c9d6bd14c1dd","active"
"compact","arrangement","0","fna_gloss_final_20130517","a2f2d8d6-efdc-11e2-b45f-0026b9326338","active"
"complanate","shape","0","fna_gloss_final_20130517","6f8304d4-e602-4a37-93aa-9d60d3f32279","active"
"complete","architecture","0","fna_gloss_final_20130517","69a4a68e-368c-4c8e-a65c-03d9c8730ce1","active"
"complex","architecture","0","fna_gloss_final_20130517","4ebeed11-9973-4a16-a80a-8dc219b3ca58","active"
"composite","architecture","0","fna_gloss_final_20130517","7b543c89-ff19-4ae6-8e1e-6ce2596fff33","active"
"compound","architecture","0","fna_gloss_final_20130517","b070cfc2-c41d-4a46-ba15-06a3577ce7b1","active"
"compound_lipped","architecture","0","fna_gloss_final_20130517","a5b02cdc-0f43-43ce-8339-c1a5b192b373","active"
"compressed","shape","0","fna_gloss_final_20130517","1007e344-25d8-43e2-b976-be5cd40e2c4d","active"
"concave","shape","0","fna_gloss_final_20130517","7e43bd9b-18b7-4fea-af0b-bf1c980ee553","active"
"concave_tapered","shape","0","fna_gloss_final_20130517","4a273a9e-78f2-4929-9517-280b79debbf7","active"
"concealed","prominence","0","fna_gloss_final_20130517","582696eb-fe61-4551-af8d-f4e8fd5b1de7","active"
"concealing","position","0","fna_gloss_final_20130517","a2ab3fa8-efdc-11e2-b45f-0026b9326338","active"
"concentrated","arrangement","0","fna_gloss_final_20130517","19c6e6c0-3217-4cd9-afa3-e872abe0d095","active"
"concentric","position","0","fna_gloss_final_20130517","59c0ca3b-6d89-4a34-9138-efa67ba0355e","active"
"concolor","coloration","0","fna_gloss_final_20130517","91d9da58-fbf1-4e81-a3f7-78ec543de006","active"
"concolorous","coloration","0","fna_gloss_final_20130517","7b857f78-37df-4646-9457-0c816c76d079","active"
"condensed","architecture","0","fna_gloss_final_20130517","3eb7b5f0-e37e-4c08-bd12-9a5b665b7fb1","active"
"conduplicate","architecture","0","fna_gloss_final_20130517","df192482-dedd-4e3c-bd69-d03ee5cd143a","active"
"conduplicate","arrangement","0","fna_gloss_final_20130517","04437b70-8562-4dfd-89aa-8adbe7d67e59","active"
"cone","structure","0","fna_gloss_final_20130517","da0e2b0e-ba6d-49b8-81cd-8f1ae56b77ee","active"
"cone scale","structure","0","fna_gloss_final_20130517","ae5076ce-3553-419a-af95-07c2062ad4e0","active"
"cone_shaped","shape","0","fna_gloss_final_20130517","fe6956a2-3886-4701-a7e7-5a4bb25030ae","active"
"confluent","arrangement","0","fna_gloss_final_20130517","a2143842-efdc-11e2-b45f-0026b9326338","active"
"congested","architecture","0","fna_gloss_final_20130517","3ea7e1d4-85c9-4271-9af4-4eb2bcc71ee8","active"
"congested","arrangement","0","fna_gloss_final_20130517","a2f2fadc-efdc-11e2-b45f-0026b9326338","active"
"conic","shape","0","fna_gloss_final_20130517","3c91deec-7a1d-4ffc-bb33-0c3f3e3d06d1","active"
"conical","shape","0","fna_gloss_final_20130517","7f9527a7-aa95-410b-b182-0a84c6d5f401","active"
"conjugate","arrangement","0","fna_gloss_final_20130517","37660996-aca2-4414-b157-e304c1f55880","active"
"connate","fusion","0","fna_gloss_final_20130517","2b1f526b-60b2-470c-914e-c60b7d3315bf","active"
"connate_perfoliate","architecture","0","fna_gloss_final_20130517","0d1c0bc3-1567-4fb2-af37-115518c0975b","active"
"connected","fusion","0","fna_gloss_final_20130517","ed3db07f-8198-4d4d-b28e-09b316bbe8a9","active"
"connecting","fusion","0","fna_gloss_final_20130517","ae2e2024-8b1f-4063-8bb2-f2f2736451c2","active"
"connective","structure","0","fna_gloss_final_20130517","e9ea932c-8294-461f-a65a-5f8b02e49c3f","active"
"connivent","arrangement","0","fna_gloss_final_20130517","8d683042-5716-434a-9a14-5b5d311d8d17","active"
"conoidal","shape","0","fna_gloss_final_20130517","21e5ab64-26b2-4a4f-98e5-38beb359728e","active"
"consecutive","arrangement","0","fna_gloss_final_20130517","a214bace-efdc-11e2-b45f-0026b9326338","active"
"conspicuous","prominence","0","fna_gloss_final_20130517","4f6bd954-c1fb-443f-8a02-e459287a99bc","active"
"constricted","size","0","fna_gloss_final_20130517","ab5f14b4-1530-4a50-b65a-e83208576a76","active"
"contiguous","arrangement","0","fna_gloss_final_20130517","a35bf24d-b4cd-491f-8fcf-4656840739ab","active"
"continuous","architecture","0","fna_gloss_final_20130517","eb20db53-901a-4cd5-9dea-5be109fe0421","active"
"contorted","arrangement","0","fna_gloss_final_20130517","63b79873-06df-4f63-a72b-ed334519b650","active"
"contorted","shape","0","fna_gloss_final_20130517","cb7d8775-2979-4cc0-8a5b-a6cfda62af6b","active"
"contortuplicate","architecture","0","fna_gloss_final_20130517","96033517-fda6-4669-a6b7-1ac6314364e6","active"
"contortuplicate","arrangement","0","fna_gloss_final_20130517","1b611c07-c0a8-4467-acf0-a34c3ff562b9","active"
"contracted","size","0","fna_gloss_final_20130517","b345d6b0-1de2-404c-82c4-0d8e8c109c73","active"
"contractile","architecture","0","fna_gloss_final_20130517","b671b878-8a6d-4dc9-adde-481383b62921","active"
"contracting","size","0","fna_gloss_final_20130517","a2156c9e-efdc-11e2-b45f-0026b9326338","active"
"convex","shape","0","fna_gloss_final_20130517","7f3c3b13-0f3e-493c-943c-cca78d7306e0","active"
"convolute","arrangement","0","fna_gloss_final_20130517","f0283ba5-d6e2-4efc-b3fc-c52b5fd4d396","active"
"convolute","shape","0","fna_gloss_final_20130517","d558bbb4-bb34-4916-821c-01431aa65439","active"
"copious","quantity","0","fna_gloss_final_20130517","a2159af2-efdc-11e2-b45f-0026b9326338","active"
"copper","coloration","0","fna_gloss_final_20130517","a215b96a-efdc-11e2-b45f-0026b9326338","active"
"coral","coloration","0","fna_gloss_final_20130517","a215d63e-efdc-11e2-b45f-0026b9326338","active"
"cordate","shape","0","fna_gloss_final_20130517","ce19a217-d2c6-11e2-b859-00266c1d496f","active"
"cordate_ovate","shape","0","fna_gloss_final_20130517","a2161626-efdc-11e2-b45f-0026b9326338","active"
"cordiform","shape","0","fna_gloss_final_20130517","535b8b2d-ec66-43e3-86cb-960674d6374d","active"
"cordlike","shape","0","fna_gloss_final_20130517","a216413c-efdc-11e2-b45f-0026b9326338","active"
"coriaceous","internal texture","0","fna_gloss_final_20130517","a2eb048a-efdc-11e2-b45f-0026b9326338","obsolete"
"coriaceous","texture","0","fna_gloss_final_20130517","99b12cfb-58a5-483e-b574-8c900262527a","active"
"corky","internal texture","0","fna_gloss_final_20130517","a21672c4-efdc-11e2-b45f-0026b9326338","obsolete"
"corky","texture","0","fna_gloss_final_20130517","a7985f41-8bea-4358-ad40-9e4b4ddf017f","active"
"corm","structure","0","fna_gloss_final_20130517","89e89470-2c11-4633-8785-852a714cc156","active"
"cormlike","architecture","0","fna_gloss_final_20130517","a21693da-efdc-11e2-b45f-0026b9326338","active"
"cormlike","shape","0","fna_gloss_final_20130517","a2ee5f72-efdc-11e2-b45f-0026b9326338","active"
"cormose","architecture","0","fna_gloss_final_20130517","ee3f9a80-2e6e-443f-a193-70c30ef46829","active"
"corncob_like","architecture","0","fna_gloss_final_20130517","a216d62e-efdc-11e2-b45f-0026b9326338","active"
"corncob_like","shape","0","fna_gloss_final_20130517","a2ee85ce-efdc-11e2-b45f-0026b9326338","active"
"corneous","texture","0","fna_gloss_final_20130517","e69df57d-8395-4e89-b544-a344d8563c5d","active"
"cornicula","structure","0","fna_gloss_final_20130517","4c8a9110-cad4-40da-a788-a70915fde792","active"
"corniculate","shape","0","fna_gloss_final_20130517","ea4ac159-b193-4def-a5af-bf729e79e23b","active"
"corniculum","structure","0","fna_gloss_final_20130517","4f301beb-e922-4d65-8d30-c2b1b3315ddf","active"
"corniform","shape","0","fna_gloss_final_20130517","9ae27392-0dd4-4128-a604-1a1ab5b95211","active"
"corolla","structure","0","fna_gloss_final_20130517","3d1478d0-1512-4b3f-8fe5-d58848b8b2c2","active"
"corolla tube","structure","0","fna_gloss_final_20130517","c8f51b24-1c22-47e6-a71b-d6f7ecc86219","active"
"corollae","structure","0","fna_gloss_final_20130517","c458334a-b696-4a0a-a321-1b61117882f6","active"
"corollalike","architecture","0","fna_gloss_final_20130517","a2174c3a-efdc-11e2-b45f-0026b9326338","active"
"corollas","structure","0","fna_gloss_final_20130517","791b8f53-16ba-448b-9a16-9ab841d947a9","active"
"corona","structure","0","fna_gloss_final_20130517","374443d6-eea6-49d3-9da9-96a918f1f78d","active"
"coronae","structure","0","fna_gloss_final_20130517","0fe2872f-2b71-47a6-baa7-41ea61f994fb","active"
"coronal","position","0","fna_gloss_final_20130517","3bb0c122-af63-4ea3-9709-57496f27889d","active"
"coronas","structure","0","fna_gloss_final_20130517","faef6d84-291d-4f83-b11b-4295f0a88d8b","active"
"coronate","shape","0","fna_gloss_final_20130517","dd784b3a-7bf6-4823-855f-e933be7796e5","active"
"coroniform","shape","0","fna_gloss_final_20130517","c298a6d4-145d-4e6b-bf74-c1e422df3f3e","active"
"corrugate","arrangement","0","fna_gloss_final_20130517","d8ec00c6-66b7-4477-ba43-7f97f2ddd242","active"
"corrugate","relief","0","fna_gloss_final_20130517","8ff3c7d4-9932-430c-928c-c481e7d329f6","active"
"corticate","texture","0","fna_gloss_final_20130517","e436493a-5e41-4b3a-9873-2f9a578713ed","active"
"corymb","structure","0","fna_gloss_final_20130517","1265613f-a39e-4e7c-b09c-6ac1dd797cb2","active"
"corymbiform","architecture","0","fna_gloss_final_20130517","2623c87f-c254-4730-8240-7fb0345d92f9","active"
"corymb_like","architecture","0","fna_gloss_final_20130517","c3e740aa-cf68-45a3-8f43-608c73b33108","active"
"corymbose","architecture","0","fna_gloss_final_20130517","7100731b-6e80-4f75-969b-5e82ef239173","active"
"costa","structure","0","fna_gloss_final_20130517","e05450e0-b820-465a-ba99-ced17c5a34b0","active"
"costae","structure","0","fna_gloss_final_20130517","d0ce6c67-625d-4187-bd50-3af01e6e68a6","active"
"costal","position","0","fna_gloss_final_20130517","cbfdf60a-6e8e-41bb-9d58-763fb598bad1","active"
"costate","architecture","0","fna_gloss_final_20130517","fb7595d2-e610-47f8-8871-8aab6aca3703","active"
"costule","structure","0","fna_gloss_final_20130517","1266a6c9-254d-4138-abaf-9d8786434af4","active"
"cottony","pubescence","0","fna_gloss_final_20130517","253da2bc-c4c6-4465-8495-c649b4eb01f8","active"
"cotyledon","structure","0","fna_gloss_final_20130517","49239688-c8e6-4113-b1da-7c8fa9fa5606","active"
