#Version: 0.1
#Glossary type: Hymenoptera
#Source: ant_gloss_20130517080844
#Finalized by: Hong Cui
#Date: 9/20/2013
#Reviewers: Hong Cui,Sonali Ranade
#Source producer: OTO System

term,category,synonym,termID
reticulate_puncate,surface_sculpture,reticulatepunctulate,149be7c4-21de-11e3-a402-0026b9326338
reticulate_striolate,surface_sculpture,reticulostriolate,149be882-21de-11e3-a402-0026b9326338
reticulatelyrugose,surface_sculpture,reticulorugose,149be94a-21de-11e3-a402-0026b9326338
reticulatelyrugose,surface_sculpture,reticulaterugulose,149be94a-21de-11e3-a402-0026b9326338
reticulatelyrugose,surface_sculpture,reticulaterugose,149be94a-21de-11e3-a402-0026b9326338
reticulation,structure,reticulations,149bea1c-21de-11e3-a402-0026b9326338
rhomboid,shape,rhomboidal,149beae4-21de-11e3-a402-0026b9326338
ridge,structure,ridges,149beba2-21de-11e3-a402-0026b9326338
right_angular,shape,rightangle,149bec6a-21de-11e3-a402-0026b9326338
right_angular,shape,rightangled,149bec6a-21de-11e3-a402-0026b9326338
right_angular,shape,rightangulate,149bec6a-21de-11e3-a402-0026b9326338
ring,structure,rings,149bed32-21de-11e3-a402-0026b9326338
rough,surface_sculpture,roughening,149beec2-21de-11e3-a402-0026b9326338
rough,surface_sculpture,roughness,149beec2-21de-11e3-a402-0026b9326338
round,shape,rounds,149bef8a-21de-11e3-a402-0026b9326338
round,shape,rounding,149bef8a-21de-11e3-a402-0026b9326338
round,shape,rounder,149bef8a-21de-11e3-a402-0026b9326338
round,shape,rounded,149bef8a-21de-11e3-a402-0026b9326338
row,structure,rows,149bf052-21de-11e3-a402-0026b9326338
rufous,coloration,rufo,149bf110-21de-11e3-a402-0026b9326338
ruga,structure,rugae,149bf1e2-21de-11e3-a402-0026b9326338
rugoreticular,surface_sculpture,rugoreticulum,149bf2aa-21de-11e3-a402-0026b9326338
rugoreticular,surface_sculpture,rugoreticulate,149bf2aa-21de-11e3-a402-0026b9326338
rugose_punctate,surface_sculpture,rugoso_punctate,149bf372-21de-11e3-a402-0026b9326338
rugula,structure,rugulae,149bf43a-21de-11e3-a402-0026b9326338
rugula,structure,rugules,149bf43a-21de-11e3-a402-0026b9326338
rugular,surface_sculpture,rugulose,149bf502-21de-11e3-a402-0026b9326338
saddle_like,shape,saddle_shaped,149bf5ca-21de-11e3-a402-0026b9326338
sagittal,shape,sagital,149bf692-21de-11e3-a402-0026b9326338
scale,structure,scales,149bf75a-21de-11e3-a402-0026b9326338
scale_like,shape,scalelike,149bf818-21de-11e3-a402-0026b9326338
scanty,density,scant,149bf8e0-21de-11e3-a402-0026b9326338
scape,structure,scapes,149bf9a8-21de-11e3-a402-0026b9326338
sclerotised,surface_sculpture,sclerotized,149bfa70-21de-11e3-a402-0026b9326338
scrobe,structure,scrobes,149bfb38-21de-11e3-a402-0026b9326338
sculpted,surface_sculpture,sculptural,149bfc00-21de-11e3-a402-0026b9326338
sculpted,surface_sculpture,sculptured,149bfc00-21de-11e3-a402-0026b9326338
sculpture,structure,sculpturation,149bfcc8-21de-11e3-a402-0026b9326338
section,structure,sections,149bfd90-21de-11e3-a402-0026b9326338
segment,structure,segments,149bfe58-21de-11e3-a402-0026b9326338
semicirclet,shape,semicircu,149bff16-21de-11e3-a402-0026b9326338
sensilla,structure,sensillum,149bffe8-21de-11e3-a402-0026b9326338
separate,arrangement,separated,149c00a6-21de-11e3-a402-0026b9326338
serrate,shape,serrated,149c016e-21de-11e3-a402-0026b9326338
setae,structure,seta,149c0236-21de-11e3-a402-0026b9326338
shagreen,coloration,shagreening,149c02fe-21de-11e3-a402-0026b9326338
shagreen,coloration,shagreened,149c02fe-21de-11e3-a402-0026b9326338
shagreen,coloration,shagreenate,149c02fe-21de-11e3-a402-0026b9326338
shallow,depth,shallower,149c03c6-21de-11e3-a402-0026b9326338
sharp,shape,sharpest,149c054c-21de-11e3-a402-0026b9326338
sharp,shape,sharper,149c054c-21de-11e3-a402-0026b9326338
sharp,shape,sharpened,149c054c-21de-11e3-a402-0026b9326338
shield_like,shape,shield_shaped,149c0614-21de-11e3-a402-0026b9326338
shining,surface_sculpture,shiny,149c06dc-21de-11e3-a402-0026b9326338
short,length,shorter,149c07a4-21de-11e3-a402-0026b9326338
shorter,size,shortest,149c086c-21de-11e3-a402-0026b9326338
silken,coloration,silky,149c0934-21de-11e3-a402-0026b9326338
silver,coloration,silvery,149c09fc-21de-11e3-a402-0026b9326338
silvery_white,coloration,silverywhite,149c0ac4-21de-11e3-a402-0026b9326338
size,character,sizes,149c0d1c-21de-11e3-a402-0026b9326338
slope,shape,sloped,149c0dda-21de-11e3-a402-0026b9326338
slope,shape,sloping,149c0dda-21de-11e3-a402-0026b9326338
small,size,smallish,149c0ea2-21de-11e3-a402-0026b9326338
small,size,smallest,149c0ea2-21de-11e3-a402-0026b9326338
small,size,smaller,149c0ea2-21de-11e3-a402-0026b9326338
smooth,surface_sculpture,smoothed,149c0f6a-21de-11e3-a402-0026b9326338
smooth,surface_sculpture,smoother,149c0f6a-21de-11e3-a402-0026b9326338
socket,structure,sockets,149c1032-21de-11e3-a402-0026b9326338
space,structure,spaced,149c10fa-21de-11e3-a402-0026b9326338
sparse,density,sparser,149c11c2-21de-11e3-a402-0026b9326338
spine_like,shape,spinulose,149c128a-21de-11e3-a402-0026b9326338
spine_like,shape,spinous,149c128a-21de-11e3-a402-0026b9326338
spine_like,shape,spinose,149c128a-21de-11e3-a402-0026b9326338
spine_like,shape,spinelike,149c128a-21de-11e3-a402-0026b9326338
spine_like,shape,spined,149c128a-21de-11e3-a402-0026b9326338
spine_like,shape,spine_shaped,149c128a-21de-11e3-a402-0026b9326338
spinule,structure,spinules,149c1352-21de-11e3-a402-0026b9326338
spiracle,structure,spiracles,149c141a-21de-11e3-a402-0026b9326338
spoon_shaped,shape,spoonshaped,149c14d8-21de-11e3-a402-0026b9326338
spot,structure,spots,149c15a0-21de-11e3-a402-0026b9326338
sprinkled,density,sprinkling,149c1708-21de-11e3-a402-0026b9326338
spur,structure,spurs,149c17d0-21de-11e3-a402-0026b9326338
squamate,surface_sculpture,squamose,149c1898-21de-11e3-a402-0026b9326338
square,shape,squarish,149c196a-21de-11e3-a402-0026b9326338
sternite,structure,sternites,149c1a32-21de-11e3-a402-0026b9326338
stiff,external_texture,stiffened,149c1af0-21de-11e3-a402-0026b9326338
stiff,external_texture,stiffer,149c1af0-21de-11e3-a402-0026b9326338
stiff,external_texture,stiffness,149c1af0-21de-11e3-a402-0026b9326338
strength,external_texture,strengthen,149c1bc2-21de-11e3-a402-0026b9326338
stretch,size,stretches,149c1c8a-21de-11e3-a402-0026b9326338
striate,surface_sculpture,striated,149c1d48-21de-11e3-a402-0026b9326338
striate,surface_sculpture,striato,149c1d48-21de-11e3-a402-0026b9326338
striation,structure,striations,149c1e1a-21de-11e3-a402-0026b9326338
strigose,surface_sculpture,strigulate,149c1ed8-21de-11e3-a402-0026b9326338
strip,structure,strips,149c1fa0-21de-11e3-a402-0026b9326338
stripe,structure,stripes,149c2068-21de-11e3-a402-0026b9326338
strong,external_texture,stronger,149c2130-21de-11e3-a402-0026b9326338
strong,external_texture,strongest,149c2130-21de-11e3-a402-0026b9326338
subangular,shape,subangulate,149c21f8-21de-11e3-a402-0026b9326338
subclavata,shape,subclavate,149c22c0-21de-11e3-a402-0026b9326338
subdentate,shape,subdenticulate,149c2388-21de-11e3-a402-0026b9326338
subglobose,shape,subglobular,149c2450-21de-11e3-a402-0026b9326338
suborbicular,shape,suborbiculate,149c250e-21de-11e3-a402-0026b9326338
suboval,shape,subovate,149c25e0-21de-11e3-a402-0026b9326338
subquadrate,shape,subquadratic,149c26a8-21de-11e3-a402-0026b9326338
subtrapezoid,shape,subtrapezoidal,149c2766-21de-11e3-a402-0026b9326338
subtrapezoid,shape,subtrapezoideal,149c2766-21de-11e3-a402-0026b9326338
suture,structure,sutures,149c28f6-21de-11e3-a402-0026b9326338
symmetric,shape,symmetrical,149c29be-21de-11e3-a402-0026b9326338
symmetric,shape,symmetrix,149c29be-21de-11e3-a402-0026b9326338
tall,height,taller,149c2a86-21de-11e3-a402-0026b9326338
taper,shape,tapers,149c2b4e-21de-11e3-a402-0026b9326338
taper,shape,tapering,149c2b4e-21de-11e3-a402-0026b9326338
taper,shape,tapered,149c2b4e-21de-11e3-a402-0026b9326338
tarsus,structure,tarsi,149c2c16-21de-11e3-a402-0026b9326338
temple,structure,temples,149c2cde-21de-11e3-a402-0026b9326338
tergite,structure,tergites,149c2da6-21de-11e3-a402-0026b9326338
thick,thickness,thickness,149c2f2c-21de-11e3-a402-0026b9326338
thick,thickness,thickest,149c2f2c-21de-11e3-a402-0026b9326338
thick,thickness,thicker,149c2f2c-21de-11e3-a402-0026b9326338
thick,thickness,thickening,149c2f2c-21de-11e3-a402-0026b9326338
thick,thickness,thickened,149c2f2c-21de-11e3-a402-0026b9326338
thyridium,structure,thyridia,149c2ff4-21de-11e3-a402-0026b9326338
tibia,structure,tibiae,149c30bc-21de-11e3-a402-0026b9326338
tinge,coloration,tinged,149c3184-21de-11e3-a402-0026b9326338
tip,structure,tips,149c324c-21de-11e3-a402-0026b9326338
tooth,structure,teeth,149c330a-21de-11e3-a402-0026b9326338
top,position,topmost,149c33d2-21de-11e3-a402-0026b9326338
trace,structure,traces,149c349a-21de-11e3-a402-0026b9326338
transversal,orientation,transverse,149c3562-21de-11e3-a402-0026b9326338
transversal,orientation,traversing,149c3562-21de-11e3-a402-0026b9326338
trapezoid,shape,trapezoidal,149c362a-21de-11e3-a402-0026b9326338
triangle,shape,triangular_shaped,149c36f2-21de-11e3-a402-0026b9326338
triangle,shape,triangular,149c36f2-21de-11e3-a402-0026b9326338
triangle,shape,triangles,149c36f2-21de-11e3-a402-0026b9326338
tricolorous,coloration,tricoloured,149c37ba-21de-11e3-a402-0026b9326338
truncate,shape,truncated,149c3882-21de-11e3-a402-0026b9326338
tubercle,structure,tubercles,149c394a-21de-11e3-a402-0026b9326338
tubercular,shape,tuberculiform,149c3a08-21de-11e3-a402-0026b9326338
tubercular,shape,tuberculated,149c3a08-21de-11e3-a402-0026b9326338
tumular,shape,tumuliform,149c3ad0-21de-11e3-a402-0026b9326338
u_shape,shape,u_shapes,149c3b98-21de-11e3-a402-0026b9326338
u_shape,shape,u_shaped,149c3b98-21de-11e3-a402-0026b9326338
unbranched,architecture,unbranching,149c3c60-21de-11e3-a402-0026b9326338
unicolor,coloration,unicolorous,149c3d28-21de-11e3-a402-0026b9326338
unite,fusion,united,149c3de6-21de-11e3-a402-0026b9326338
unite,fusion,unites,149c3de6-21de-11e3-a402-0026b9326338
unite,fusion,uniting,149c3de6-21de-11e3-a402-0026b9326338
upper,position,uppermost,149c3eb8-21de-11e3-a402-0026b9326338
vein,structure,veins,149c403e-21de-11e3-a402-0026b9326338
ventral,position,ventral_most,149c4106-21de-11e3-a402-0026b9326338
ventral,position,ventrad,149c4106-21de-11e3-a402-0026b9326338
wedge,shape,wedgeshaped,149c41ce-21de-11e3-a402-0026b9326338
wedge,shape,wedged,149c41ce-21de-11e3-a402-0026b9326338
wedge,shape,wedge_shaped,149c41ce-21de-11e3-a402-0026b9326338
white,coloration,whitish,149c4296-21de-11e3-a402-0026b9326338
white,coloration,whity,149c4296-21de-11e3-a402-0026b9326338
wide,width,widest,149c435e-21de-11e3-a402-0026b9326338
wide,width,wider,149c435e-21de-11e3-a402-0026b9326338
wide,width,widening,149c435e-21de-11e3-a402-0026b9326338
wide,width,widened,149c435e-21de-11e3-a402-0026b9326338
wing,structure,wings,149c4426-21de-11e3-a402-0026b9326338
yellow,coloration,yellowish,149c44e4-21de-11e3-a402-0026b9326338
yellow,coloration,yellows,149c44e4-21de-11e3-a402-0026b9326338
yellow_orange,coloration,yellowish_orange,149c45ac-21de-11e3-a402-0026b9326338
yellowish_brown,coloration,yellowbrown,149c4674-21de-11e3-a402-0026b9326338
pattern,character,patterns,14a45094-21de-11e3-a402-0026b9326338
few,count,fewer,14a4544a-21de-11e3-a402-0026b9326338
numeral,count,numerous,14a50002-21de-11e3-a402-0026b9326338
diverge,architecture,diverging,14a50804-21de-11e3-a402-0026b9326338
upward,orientation,upward_turning,14a51484-21de-11e3-a402-0026b9326338
downward,orientation,downwards,14a51eca-21de-11e3-a402-0026b9326338
increased,variability,increasing,14a529a6-21de-11e3-a402-0026b9326338
converge,architecture,converging,14a52ac8-21de-11e3-a402-0026b9326338
fight,behaviour,fighting,14a52f14-21de-11e3-a402-0026b9326338
dilute,density,diluted,14a53450-21de-11e3-a402-0026b9326338
pointing,orientation,points,14a54404-21de-11e3-a402-0026b9326338
submarginate,architecture,submargined,14a5567e-21de-11e3-a402-0026b9326338
fade,coloration,fading,14a55bb0-21de-11e3-a402-0026b9326338
light,coloration,lighter,14a55c46-21de-11e3-a402-0026b9326338
faint,prominence,faintest,14a564f2-21de-11e3-a402-0026b9326338
feeble,prominence,feebler,14a56588-21de-11e3-a402-0026b9326338
weak,prominence,weaker,14a56876-21de-11e3-a402-0026b9326338
anchor_tipped,architecture,anchortipped,14a571ae-21de-11e3-a402-0026b9326338
wingless,architecture,apterous,14a18058-21de-11e3-a402-0026b9326338
broad_based,architecture,broad based,14a57528-21de-11e3-a402-0026b9326338
emarginate,architecture,emmarginate,14a57776-21de-11e3-a402-0026b9326338
wedge,shape,wedge shaped,149c41ce-21de-11e3-a402-0026b9326338
declivitous,structure,declivous,14a57c1c-21de-11e3-a402-0026b9326338
pedunculate,architecture,pedunculated,14a57dde-21de-11e3-a402-0026b9326338
mating,life_stage,mated,14a589fa-21de-11e3-a402-0026b9326338
callow,life_stage,immature,14a58bb2-21de-11e3-a402-0026b9326338
heart_shaped,shape,heart,149b773a-21de-11e3-a402-0026b9326338
neck_like,shape,neck like,149f0c92-21de-11e3-a402-0026b9326338
oblong_ovate,shape,oblong ovate,149baf7a-21de-11e3-a402-0026b9326338
oblong_quadrate,shape,oblong quadrate,149bb042-21de-11e3-a402-0026b9326338
pear_like,shape,pear like,149f5698-21de-11e3-a402-0026b9326338
scale_like,shape,scale like,149bf818-21de-11e3-a402-0026b9326338
spherical,shape,sphaerical,14a06fec-21de-11e3-a402-0026b9326338
spine_like,shape,spine like,149c128a-21de-11e3-a402-0026b9326338
teardrop_shaped,shape,teardrop,14a1090c-21de-11e3-a402-0026b9326338
female,structure,females,14a59616-21de-11e3-a402-0026b9326338
male,structure,males,14a596ac-21de-11e3-a402-0026b9326338
ill_defined,presence,ill defined,149b7e24-21de-11e3-a402-0026b9326338
discernible,prominence,discernable,14a5aff2-21de-11e3-a402-0026b9326338
retracted,size,retractile,14a5bbbe-21de-11e3-a402-0026b9326338
closely_spaced,arrangement,closely spaced,14a5c30c-21de-11e3-a402-0026b9326338
clean,condition,cleaner,14a5c5dc-21de-11e3-a402-0026b9326338
well_behind,position,well behind,14a1748c-21de-11e3-a402-0026b9326338
