#Version: 0.1
#Glossary type: Porifera
#Source: http://purl.obolibrary.org/obo/poro.owl
#Finalized by: Elvis Wu
#Date: 7/07/2014
#Reviewers: Elvis Wu
#Source producer: Extracted from Porifera Ontology

"term","category","hasSyn","sourceDataset","termID"
"pole_of_larva","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000912"
"anterior_pole","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000129"
"posterior_pole","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000472"
"dictyonalia","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000264"
"fistulose","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000313"
"sponge_surface","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000905"
"villose_surface","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000632"
"verrucose_surface","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000628"
"conulose_surface","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000231"
"velvety_surface","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000627"
"punctate_surface","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000491"
"pinacoderm","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000043"
"ribbed_surface","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000507"
"lipostomous_surface","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000376"
"spiny_surface","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000548"
"prosopinacoderm","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000482"
"corrugated_surface","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000234"
"smooth_surface","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000533"
"apopinacoderm","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000138"
"areolated_surface","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000147"
"honeycombed_surface","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000348"
"endopinacoderm","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000286"
"prosopinacoderm","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000482"
"apopinacoderm","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000138"
"rugose_surface","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000512"
"papillate_surface","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000440"
"hispid_surface","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000345"
"exopinacoderm","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000709"
"surface_protruberance","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000906"
"papilla","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000439"
"fistule","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000312"
"groove,_pit_or_depression","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000917"
"pore_sieve","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000469"
"pore_groove","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000468"
"astrorhiza","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000153"
"hilum","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000344"
"hilum_of_sterraster","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000918"
"hilum_of_aspidaster","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000919"
"porocalyx","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000470"
"multicellular_anatomical_structure","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000929"
"envelope_of_flagellated_cells","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000930"
"reduction_body","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000495"
"pseudogemmule","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000489"
"cellules_en_croix","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000186"
